DEPTH,DIP,AZIMUTH_NP,AZIMUTH_TOP,DIP_TRUE,AZIMUTH_TRUE,HAZI,DEVI,TYPE
1212.72,26.35696,51.8845,250.8818,26.7,50,161,1,Bed Boundary
1213.221,25.75737,51.93517,250.9325,26.1,50,161,1,Bed Boundary
1213.721,27.70599,54.81161,253.8089,28,53,161,1,Bed Boundary
1214.219,28.38884,53.74994,252.7473,28.7,52,161,1,Bed Boundary
1214.719,29.40615,48.62066,247.618,29.8,47,161,1,Bed Boundary
1215.22,29.12251,49.6522,248.6495,29.5,48,161,1,Bed Boundary
1215.72,27.95594,52.75914,250.7566,28.3,51,162,1,Bed Boundary
1216.221,27.35631,53.80439,250.802,27.7,52,163,1,Bed Boundary
1216.721,27.20631,55.85054,253.848,27.5,54,162,1,Bed Boundary
1217.719,29.33871,50.64962,249.6469,29.7,49,161,1,Bed Boundary
1218.22,28.77199,51.71167,251.7089,29.1,50,160,1,Bed Boundary
1219.721,27.98909,54.7794,252.7768,28.3,53,162,1,Bed Boundary
1220.221,28.0226,57.79729,254.7948,28.3,56,163,1,Bed Boundary
1220.719,31.85385,52.50249,250.4999,32.2,51,162,1,Bed Boundary
1221.219,34.03755,52.53049,251.5273,34.4,51,161,1.1,Bed Boundary
1221.72,32.70203,50.58848,249.5852,33.1,49,161,1.1,Bed Boundary
1222.22,30.82118,51.72141,250.7182,31.2,50,161,1.1,Bed Boundary
1222.72,32.82003,52.59221,250.5891,33.2,51,162,1.1,Bed Boundary
1223.221,33.75596,54.55643,252.5533,34.1,53,162,1.1,Bed Boundary
1223.721,32.48421,50.59002,248.5869,32.9,49,162,1.1,Bed Boundary
1224.219,32.96614,50.54877,247.5458,33.4,49,163,1.1,Bed Boundary
1224.719,28.73331,49.80245,245.7997,29.2,48,164,1.1,Bed Boundary
1225.22,20.35569,66.93127,263.9283,20.5,64,163,1.1,Bed Boundary
1226.221,31.33905,53.6976,251.6945,31.7,52,162,1.1,Bed Boundary
1226.721,32.03864,54.65168,251.6487,32.4,53,163,1.1,Bed Boundary
1227.219,32.03864,55.65152,251.6487,32.4,54,164,1.1,Bed Boundary
1227.719,31.05752,56.72702,252.7242,31.4,55,164,1.1,Bed Boundary
1228.219,34.23744,55.51859,251.5158,34.6,54,164,1.1,Bed Boundary
1228.72,33.91944,53.52688,250.5239,34.3,52,163,1.1,Bed Boundary
1229.22,32.93048,58.64136,256.6382,33.2,57,162,1.1,Bed Boundary
1230.719,30.43961,55.7589,251.7561,30.8,54,164,1.1,Bed Boundary
1231.219,30.7577,57.74751,252.7449,31.1,56,165,1.1,Bed Boundary
1231.72,31.53893,57.68371,251.6812,31.9,56,166,1.1,Bed Boundary
1232.22,32.2023,56.61845,249.6161,32.6,55,167,1.1,Bed Boundary
1232.72,33.97422,60.55207,253.5497,34.3,59,167,1.1,Bed Boundary
1233.221,34.9737,60.49507,253.4928,35.3,59,167,1.1,Bed Boundary
1233.721,33.69284,60.57763,254.5752,34,59,166,1.1,Bed Boundary
1234.719,32.76721,55.72767,249.7247,33.2,54,166,1.2,Bed Boundary
1235.22,34.44659,55.60905,248.6063,34.9,54,167,1.2,Bed Boundary
1235.72,34.10592,58.66428,251.6615,34.5,57,167,1.2,Bed Boundary
1236.221,33.5667,56.67556,249.6728,34,55,167,1.2,Bed Boundary
1236.721,30.72951,54.84275,247.84,31.2,53,167,1.2,Bed Boundary
1238.72,30.18874,53.92563,250.9221,30.6,52,163,1.2,Bed Boundary
1239.22,30.10355,52.7589,249.756,30.5,51,163,1.1,Bed Boundary
1239.721,31.367,51.64768,247.6449,31.8,50,164,1.1,Bed Boundary
1240.221,31.83149,50.59143,245.5888,32.3,49,165,1.1,Bed Boundary
1240.719,30.6974,50.63422,243.6319,31.2,49,167,1.1,Bed Boundary
1241.219,30.23239,54.69472,245.6927,30.7,53,169,1.1,Bed Boundary
1242.22,38.55988,50.19263,241.1906,39.1,49,169,1.1,Bed Boundary
1243.221,29.53045,46.64468,239.6424,30.1,45,167,1.1,Bed Boundary
1243.721,30.51479,50.66149,244.659,31,49,166,1.1,Bed Boundary
1244.219,31.51424,52.59672,244.5946,32,51,168,1.1,Bed Boundary
1244.719,32.44872,56.56607,246.5643,32.9,55,170,1.1,Bed Boundary
1245.22,32.98394,60.55816,248.5567,33.4,59,172,1.1,Bed Boundary
1246.731,28.78644,56.84171,248.8396,29.2,55,168,1.1,Bed Boundary
1249.23,9.73165,55.67066,247.6685,10.2,50,168,1.1,Bed Boundary
1249.731,9.4456,49.55177,242.5495,10,44,167,1.1,Bed Boundary
1251.73,6.99776,75.7909,274.787,7,66,161,1.2,Bed Boundary
1252.23,6.44305,75.58613,272.5826,6.5,65,163,1.2,Bed Boundary
1252.731,5.11535,81.45906,277.4557,5.1,68,164,1.2,Bed Boundary
1253.729,4.25527,94.31452,290.3112,4,78,164,1.2,Bed Boundary
1254.229,3.77419,104.9512,301.9477,3.3,87,163,1.2,Bed Boundary
1254.729,3.45676,150.4886,347.485,2.3,144,163,1.2,Bed Boundary
1255.23,6.69985,164.1816,359.1785,5.5,164,165,1.2,Bed Boundary
1257.729,40.03179,221.8551,51.85297,39.3,223,170,1.2,Bed Boundary
1258.23,38.23242,220.7797,51.77734,37.5,222,169,1.2,Bed Boundary
1260.231,4.99111,149.9189,353.9143,3.8,148,156,1.2,Bed Boundary
1260.729,4.89986,157.76,0.75549,3.7,158,157,1.2,Bed Boundary
1261.73,8.68825,193.2665,32.2626,7.7,198,161,1.2,Bed Boundary
1262.23,8.83047,190.7872,28.78351,7.8,195,162,1.2,Bed Boundary
1262.73,7.47068,197.2284,33.22507,6.5,203,164,1.2,Bed Boundary
1263.231,8.01928,201.1779,37.17456,7.1,207,164,1.2,Bed Boundary
1263.729,8.56322,203.1587,41.15503,7.7,209,162,1.2,Bed Boundary
1264.229,9.331,203.4772,43.47314,8.5,209,160,1.2,Bed Boundary
1264.729,8.66269,201.2274,41.22333,7.8,207,160,1.2,Bed Boundary
1265.25,8.13755,203.6507,42.64679,7.3,210,161,1.2,Bed Boundary
1265.751,9.52273,212.0563,50.05255,8.8,218,162,1.2,Bed Boundary
1266.251,11.62865,217.8911,55.88739,11,223,162,1.2,Bed Boundary
1266.749,14.42119,214.1719,51.1684,13.7,218,163,1.2,Bed Boundary
1267.249,15.40248,217.3835,52.38034,14.7,221,165,1.2,Bed Boundary
1267.75,15.88473,219.4581,53.45514,15.2,223,166,1.2,Bed Boundary
1268.25,16.53314,215.7247,50.72153,15.8,219,165,1.2,Bed Boundary
1268.75,16.21197,209.8806,45.87726,15.4,213,164,1.2,Bed Boundary
1269.251,19.00813,209.3672,46.36371,18.2,212,163,1.2,Bed Boundary
1269.751,23.55676,212.8279,49.82437,22.8,215,163,1.2,Bed Boundary
1270.249,26.73816,215.0945,51.09116,26,217,164,1.2,Bed Boundary
1270.749,32.73472,215.5062,51.50287,32,217,164,1.2,Bed Boundary
1271.25,36.33315,213.6944,51.69067,35.6,215,162,1.2,Bed Boundary
1271.75,38.78059,208.8536,48.84955,38,210,160,1.2,Bed Boundary
1272.25,44.16273,215.9619,55.95786,43.5,217,160,1.2,Bed Boundary
1272.751,46.76194,217.0517,56.04779,46.1,218,161,1.2,Bed Boundary
1273.251,48.86793,214.2307,52.22763,48.2,215,162,1.1,Bed Boundary
1273.749,49.31244,213.2731,49.27026,48.6,214,164,1.1,Bed Boundary
1274.75,54.94019,212.4237,47.42105,54.2,213,165,1.1,Bed Boundary
1275.25,55.28182,215.397,51.39423,54.6,216,164,1.1,Bed Boundary
1275.751,56.29655,213.4276,50.42462,55.6,214,163,1.1,Bed Boundary
1276.251,58.09628,213.4656,50.46265,57.4,214,163,1.1,Bed Boundary
1276.749,58.99614,213.484,50.48108,58.3,214,163,1.1,Bed Boundary
1277.249,64.39536,215.5878,50.58514,63.7,216,165,1.1,Bed Boundary
1277.75,57.49637,216.4526,50.45013,56.8,217,166,1.1,Bed Boundary
1278.25,59.41078,215.4991,49.49664,58.7,216,166,1.1,Bed Boundary
1278.75,54.99677,218.3983,50.39612,54.3,219,168,1.1,Bed Boundary
1279.251,50.80521,224.245,56.24283,50.2,225,168,1.1,Bed Boundary
1281.25,54.526,214.4056,48.40314,53.8,215,166,1.1,Bed Boundary
1281.75,56.51122,214.4399,49.43726,55.8,215,165,1.1,Bed Boundary
1282.25,52.78226,216.3391,51.33646,52.1,217,165,1.1,Bed Boundary
1282.751,53.18219,217.3484,51.34595,52.5,218,166,1.1,Bed Boundary
1283.251,60.19596,217.5075,50.50513,59.5,218,167,1.1,Bed Boundary
1284.76,67.99488,216.6518,50.64935,67.3,217,166,1.1,Bed Boundary
1285.761,67.94942,219.637,53.63449,67.3,220,166,1.1,Bed Boundary
1286.759,66.90976,217.6377,49.63553,66.2,218,168,1.1,Bed Boundary
1287.76,66.71954,214.6793,41.67804,65.9,215,173,1.1,Bed Boundary
1288.26,66.12438,219.6289,48.62729,65.4,220,171,1.1,Bed Boundary
1288.76,65.43876,215.6233,47.62115,64.7,216,168,1.1,Bed Boundary
1289.261,64.32461,213.5983,48.59564,63.6,214,165,1.1,Bed Boundary
1293.259,66.54225,218.5863,51.58353,65.8,219,167,1.2,Bed Boundary
1294.76,65.70992,216.6168,49.6145,65,217,167,1.1,Bed Boundary
1295.26,65.85865,218.5784,50.57587,65.1,219,168,1.2,Bed Boundary
1297.259,70.70929,214.7025,49.69983,70,215,165,1.1,Bed Boundary
1298.26,71.7237,214.7231,48.72058,71,215,166,1.1,Bed Boundary
1304.27,70.97955,221.6978,51.69604,70.3,222,170,1.1,Bed Boundary
1305.771,61.15231,234.4445,65.44247,60.7,235,169,1.1,Bed Boundary
1307.77,68.45248,216.6789,46.67706,67.7,217,170,1.1,Bed Boundary
1308.771,70.16615,214.7113,45.70929,69.4,215,169,1.1,Bed Boundary
1312.271,56.78237,237.3218,69.31964,56.4,238,168,1.1,Bed Boundary
1316.271,65.66665,216.6385,45.6369,64.9,217,171,1.1,Bed Boundary
1317.269,69.36623,216.6984,45.69678,68.6,217,171,1.1,Bed Boundary
1324.78,66.89662,217.69,45.68875,66.2,218,172,1,Bed Boundary
1325.281,59.43378,214.5941,42.59283,58.7,215,172,1,Bed Boundary
1326.779,5.73025,201.9888,30.98743,4.9,208,171,1,Bed Boundary
1327.28,52.15899,201.5974,30.59607,51.3,202,171,1,Bed Boundary
1336.279,66.33167,222.6563,50.65509,65.7,223,172,1,Bed Boundary
1340.279,59.87701,225.5219,54.52057,59.3,226,171,1,Bed Boundary
1342.281,48.1756,233.2074,61.20618,47.7,234,172,1,Bed Boundary
1350.279,48.96922,212.4374,39.43631,48.2,213,173,1,Bed Boundary
1350.97,63.02152,215.6432,43.64203,62.3,216,172,1,Bed Boundary
1353.98,61.85876,220.5932,48.59198,61.2,221,172,1,Bed Boundary
1358.509,61.82163,216.6245,43.62347,61.1,217,173,1,Bed Boundary
1359.009,65.82127,216.6848,43.68375,65.1,217,173,1,Bed Boundary
1359.51,63.1716,220.6208,47.61981,62.5,221,173,1,Bed Boundary
1377.079,68.13127,207.8006,37.79962,67.5,208,170,0.8,Bed Boundary
1377.579,66.24808,206.7913,35.79041,65.6,207,171,0.8,Bed Boundary
1378.08,67.43977,208.7981,36.7973,66.8,209,172,0.8,Bed Boundary
1378.58,66.3227,211.7772,38.77649,65.7,212,173,0.8,Bed Boundary
1379.08,66.63134,211.785,37.78448,66,212,174,0.8,Bed Boundary
1387.119,67.80948,212.8354,25.8363,67,213,187,0.9,Bed Boundary
1387.62,68.30947,211.8396,25.84027,67.5,212,186,0.9,Bed Boundary
1388.12,63.02901,207.8179,22.81848,62.2,208,185,0.9,Bed Boundary
1389.131,67.59531,210.8225,27.82288,66.8,211,183,0.9,Bed Boundary
1389.629,64.88795,210.7923,28.79248,64.1,211,182,0.9,Bed Boundary
1392.649,68.78013,212.8219,29.8222,68,213,183,0.9,Bed Boundary
1394.661,66.41991,213.7606,36.76019,65.7,214,177,0.9,Bed Boundary
1395.161,68.0382,211.7889,34.78851,67.3,212,177,0.9,Bed Boundary
1395.659,65.74715,210.7704,33.76999,65,211,177,0.9,Bed Boundary
1398.679,69.51975,216.7943,36.79431,68.8,217,180,0.9,Bed Boundary
1399.179,68.6198,217.7844,36.78455,67.9,218,181,0.9,Bed Boundary
1399.68,68.43817,214.7927,34.79269,67.7,215,180,0.9,Bed Boundary
1400.18,70.53808,214.8143,34.81427,69.8,215,180,0.9,Bed Boundary
1402.179,68.00059,213.7683,38.7677,67.3,214,175,0.9,Bed Boundary
1402.679,67.03825,209.7786,34.77795,66.3,210,175,0.9,Bed Boundary
1406.21,55.12231,218.5122,43.51141,54.4,219,175,1,Bed Boundary
1408.72,61.78981,207.667,37.6655,61,208,170,1,Bed Boundary
1409.22,71.50861,214.7607,44.75916,70.8,215,170,1,Bed Boundary
1409.72,70.85782,218.7352,48.7337,70.2,219,170,1,Bed Boundary
1410.221,71.57078,217.7495,47.74802,70.9,218,170,1,Bed Boundary
1411.219,69.78375,217.7277,46.72632,69.1,218,171,1,Bed Boundary
1411.719,70.41763,222.7168,51.71545,69.8,223,171,1,Bed Boundary
1423.22,73.1375,216.8045,44.80356,72.5,217,172,0.9,Bed Boundary
1424.719,74.32624,212.8164,45.81482,73.7,213,167,0.9,Bed Boundary
1427.719,74.87966,215.8119,49.81024,74.3,216,166,0.9,Bed Boundary
1431.719,74.3797,216.8053,49.80374,73.8,217,167,0.9,Bed Boundary
1432.22,73.5034,214.8,47.7984,72.9,215,167,0.9,Bed Boundary
1444.229,74.32508,214.8091,57.8071,73.9,215,157,0.8,Bed Boundary
1451.229,72.6404,216.8084,60.80679,72.3,217,156,0.7,Bed Boundary
1452.23,70.38233,213.7903,56.78879,70,214,157,0.7,Bed Boundary
1454.229,70.60252,212.7976,54.79608,70.2,213,158,0.7,Bed Boundary
1456.23,72.69237,211.8188,55.8172,72.3,212,156,0.7,Bed Boundary
1459.73,72.50242,211.8188,54.8172,72.1,212,157,0.7,Bed Boundary
1470.01,6.30001,164.2108,324.2155,5.3,156,200,1.3,Bed Boundary
1470.51,9.81794,160.9378,323.942,8.8,156,197,1.3,Bed Boundary
1471.021,8.5493,163.4535,326.4576,7.5,158,197,1.3,Bed Boundary
1471.531,7.75752,163.674,325.6777,6.8,158,198,1.2,Bed Boundary
1472.029,7.6461,163.8771,324.881,6.7,158,199,1.2,Bed Boundary
1472.529,7.59585,162.3784,321.3826,6.7,156,201,1.2,Bed Boundary
1473.05,8.33594,159.8458,314.8498,7.6,154,205,1.1,Bed Boundary
1473.551,8.26528,157.2914,310.2957,7.6,151,207,1.1,Bed Boundary
1474.061,7.56998,157.8797,310.884,6.9,151,207,1.1,Bed Boundary
1474.569,7.82827,151.2709,302.2754,7.3,144,209,1.1,Bed Boundary
1475.069,7.88233,163.5231,311.5278,7.2,157,212,1.1,Bed Boundary
1475.57,9.084,159.0284,305.0333,8.5,153,214,1.1,Bed Boundary
1476.08,8.5893,155.7185,299.7235,8.1,149,216,1.1,Bed Boundary
1476.591,7.52993,154.8922,296.8974,7.1,147,218,1.1,Bed Boundary
1477.089,6.47893,155.4038,296.4081,6.1,147,219,1,Bed Boundary
1477.609,5.75822,151.8121,289.8164,5.5,142,222,1,Bed Boundary
1478.12,5.40886,166.8356,302.8409,4.9,156,224,1.1,Bed Boundary
1478.62,6.53302,159.1237,296.1299,6.1,149,223,1.2,Bed Boundary
1479.121,6.98336,156.664,294.6692,6.6,148,222,1.1,Bed Boundary
1479.629,8.15379,157.4348,292.4401,7.8,150,225,1.1,Bed Boundary
1480.149,6.41917,158.6065,291.6118,6.1,149,227,1.1,Bed Boundary
1480.65,7.49814,166.7156,300.7209,7,159,226,1.1,Bed Boundary
1481.16,8.67062,169.3817,304.387,8.1,163,225,1.1,Bed Boundary
1481.661,11.90346,171.4772,305.4825,11.3,167,226,1.1,Bed Boundary
1482.171,12.74182,169.6003,304.6066,12.1,165,225,1.2,Bed Boundary
1482.679,7.73589,169.8237,305.83,7.1,162,224,1.2,Bed Boundary
1483.18,7.34066,159.9427,295.9489,6.9,151,224,1.2,Bed Boundary
1483.68,7.03105,163.0158,299.0231,6.5,153,224,1.3,Bed Boundary
1484.191,6.67669,163.4242,301.4316,6.1,153,222,1.3,Bed Boundary
1484.709,6.28024,166.7926,304.8011,5.6,155,222,1.4,Bed Boundary
1485.209,4.37925,174.8089,311.8175,3.6,158,223,1.4,Bed Boundary
1485.72,5.65455,168.0837,306.091,5,156,222,1.3,Bed Boundary
1486.22,7.7998,164.7693,301.7767,7.2,156,223,1.3,Bed Boundary
1486.72,7.3646,159.713,295.7203,6.9,150,224,1.3,Bed Boundary
1487.231,6.41821,157.3319,294.3392,6,146,223,1.3,Bed Boundary
1487.749,6.22532,160.4084,299.4156,5.7,149,221,1.3,Bed Boundary
1488.25,6.9119,163.9203,302.9276,6.3,154,221,1.3,Bed Boundary
1488.76,6.66201,148.1353,287.1426,6.4,137,221,1.3,Bed Boundary
1489.271,6.27013,147.8476,287.8549,6,136,220,1.3,Bed Boundary
1489.771,8.09859,171.5965,311.6038,7.3,164,220,1.3,Bed Boundary
1490.279,7.36244,182.2571,321.2645,6.4,175,221,1.3,Bed Boundary
1490.779,7.67654,172.1228,308.1313,6.9,163,224,1.4,Bed Boundary
1491.3,9.31087,185.2579,319.2665,8.3,179,226,1.4,Bed Boundary
1491.8,0.70361,205.1073,337.1158,0.8,68,228,1.4,Bed Boundary
1492.311,0.67859,201.8753,328.8824,0.8,79,233,1.3,Bed Boundary
1501.93,9.76706,172.6641,297.6721,9.2,165,235,1.4,Bed Boundary
1502.44,9.41366,177.8534,299.8611,8.8,170,238,1.4,Bed Boundary
1508.529,5.52324,163.9139,266.9182,5.8,149,257,1.5,Bed Boundary
1509.029,5.65099,165.6539,266.6571,5.9,152,259,1.4,Bed Boundary
1509.53,6.85335,166.4513,274.4571,6.9,154,252,1.5,Bed Boundary
1510.05,7.00904,168.2825,280.2893,6.9,156,248,1.5,Bed Boundary
1510.561,6.25991,160.5784,270.5839,6.4,148,250,1.4,Bed Boundary
1511.061,6.02696,169.3583,277.3626,6,157,252,1.3,Bed Boundary
1511.569,5.92934,169.5667,277.571,5.9,157,252,1.3,Bed Boundary
1512.07,6.38031,164.4843,270.4882,6.5,153,254,1.3,Bed Boundary
1512.58,6.28974,177.8708,279.8737,6.2,166,258,1.3,Bed Boundary
1513.081,5.75529,164.4271,265.4299,6,152,259,1.3,Bed Boundary
1513.591,5.73269,162.4072,264.4102,6,150,258,1.3,Bed Boundary
1514.089,5.61451,175.2676,277.2706,5.6,162,258,1.3,Bed Boundary
1514.61,5.61451,177.268,277.2706,5.6,164,260,1.3,Bed Boundary
1515.12,5.79372,170.6767,271.6794,5.9,158,259,1.3,Bed Boundary
1515.62,5.96627,166.2562,270.2596,6.1,154,256,1.3,Bed Boundary
1516.121,6.00384,182.4581,285.4609,5.8,171,257,1.2,Bed Boundary
1516.629,6.53558,191.3396,291.3418,6.2,181,260,1.2,Bed Boundary
1517.15,6.41649,186.6926,285.6945,6.2,176,261,1.2,Bed Boundary
1517.65,6.45068,206.4172,307.4196,5.8,197,259,1.2,Bed Boundary
1518.161,6.08379,188.2218,289.2242,5.8,177,259,1.2,Bed Boundary
1518.671,5.78594,182.92,279.9213,5.7,172,263,1.1,Bed Boundary
1519.169,5.94064,186.6261,282.6272,5.8,176,264,1.1,Bed Boundary
1519.679,5.74422,185.9963,282.9976,5.6,175,263,1.1,Bed Boundary
1520.18,5.08424,182.367,275.3676,5.1,170,267,1.1,Bed Boundary
1521.709,8.17356,201.2847,287.2838,7.9,193,274,1.2,Bed Boundary
1522.209,8.60281,217.433,298.431,8.1,210,279,1.2,Bed Boundary
1522.72,9.63236,198.0876,275.0849,9.6,191,283,1.2,Bed Boundary
1523.22,9.06319,186.2869,262.2839,9.3,179,284,1.2,Bed Boundary
1523.731,6.10212,200.1892,276.1857,6.1,188,284,1.3,Bed Boundary
1524.231,5.90683,196.6008,276.5982,5.9,184,280,1.3,Bed Boundary
1524.749,10.3583,196.1331,276.1306,10.3,189,280,1.3,Bed Boundary
1525.26,7.16587,194.2066,269.2029,7.3,184,285,1.3,Bed Boundary
1525.76,7.53663,157.962,231.9581,8.4,151,286,1.3,Bed Boundary
1526.271,8.92348,158.6369,234.6329,9.8,152,284,1.4,Bed Boundary
1526.779,6.67737,170.6807,246.6761,7.4,160,284,1.5,Bed Boundary
1527.279,6.71076,172.2072,246.2013,7.5,161,286,1.6,Bed Boundary
1527.78,56.16422,264.4511,336.4445,54.7,264,288,1.6,Bed Boundary
1528.3,12.01315,351.5184,61.51031,11.3,359,290,1.7,Bed Boundary
1529.311,13.39247,168.045,239.0363,14.4,162,289,1.8,Bed Boundary
1529.819,11.74678,158.9094,228.9004,13,153,290,1.8,Bed Boundary
1530.32,11.53404,153.4341,223.425,12.9,148,290,1.8,Bed Boundary
1530.82,12.36786,147.7087,219.7004,13.8,143,288,1.8,Bed Boundary
1531.33,16.95928,152.7918,223.7831,18.3,149,289,1.8,Bed Boundary
1531.841,15.55881,148.7065,218.6974,17,145,290,1.8,Bed Boundary
1532.339,15.72007,145.4809,216.4722,17.2,142,289,1.8,Bed Boundary
1532.859,19.19396,147.2041,219.1948,20.7,144,288,1.9,Bed Boundary
1533.37,13.36617,147.4711,218.4614,14.9,143,289,1.9,Bed Boundary
1533.87,12.72654,147.5623,215.5502,14.4,143,292,2,Bed Boundary
1534.381,13.56163,142.953,210.9396,15.4,139,292,2.1,Bed Boundary
1534.879,12.85422,135.2999,203.2852,14.9,132,292,2.2,Bed Boundary
1535.4,13.91633,134.7192,199.7015,16.1,132,295,2.3,Bed Boundary
1535.9,13.87918,131.2588,196.2411,16.1,129,295,2.3,Bed Boundary
1536.41,12.55455,135.5128,202.4947,14.8,132,293,2.4,Bed Boundary
1536.921,12.31571,131.1616,199.1427,14.7,128,292,2.5,Bed Boundary
1537.929,16.6785,141.6681,208.6469,19,138,293,2.6,Bed Boundary
1538.43,14.83741,122.5464,190.5259,17.4,121,292,2.6,Bed Boundary
1538.93,12.6495,123.0992,192.0779,15.3,121,291,2.7,Bed Boundary
1539.441,13.05628,139.5523,207.5302,15.5,135,292,2.7,Bed Boundary
1539.959,13.00039,129.9429,196.9182,15.7,127,293,2.8,Bed Boundary
1540.459,13.30249,136.0545,204.0307,15.9,132,292,2.8,Bed Boundary
1540.97,12.28755,128.9017,195.8771,15,126,293,2.8,Bed Boundary
1541.47,11.30847,120.9986,184.9716,14.1,120,296,2.8,Bed Boundary
1541.97,11.13259,152.9129,215.8852,13.5,146,297,2.8,Bed Boundary
1542.481,11.07573,147.601,208.572,13.6,142,299,2.8,Bed Boundary
1544.01,12.59454,134.0361,196.0035,15.5,131,298,3,Bed Boundary
1544.521,12.79798,133.0857,196.0517,15.8,130,297,3.1,Bed Boundary
1545.031,16.94981,140.7696,204.7343,19.9,137,296,3.2,Bed Boundary
1545.529,14.56575,140.5592,205.5227,17.6,136,295,3.3,Bed Boundary
1546.029,14.40224,140.9668,206.9293,17.5,136,294,3.4,Bed Boundary
1546.55,15.85465,137.2213,204.1828,19.1,133,293,3.5,Bed Boundary
1547.051,14.19515,133.1704,201.1311,17.6,129,292,3.6,Bed Boundary
1547.561,20.64697,129.5525,197.511,24.2,127,292,3.7,Bed Boundary
1548.069,20.45326,122.5742,190.5327,24.1,121,292,3.7,Bed Boundary
1548.569,18.10269,114.4321,182.3906,21.8,114,292,3.7,Bed Boundary
1550.589,15.61442,134.9893,201.9486,19,131,293,3.6,Bed Boundary
1551.109,17.96506,124.9486,191.9078,21.5,123,293,3.6,Bed Boundary
1551.62,16.84217,123.6808,189.6387,20.4,122,294,3.6,Bed Boundary
1552.12,16.47988,125.3394,193.3001,20,123,292,3.6,Bed Boundary
1552.621,16.04255,120.7639,189.726,19.6,119,291,3.6,Bed Boundary
1553.131,16.66808,122.1631,192.1246,20.3,120,290,3.7,Bed Boundary
1553.629,15.97466,127.5665,199.5313,19.5,124,288,3.7,Bed Boundary
1554.15,15.75757,118.1216,191.0863,19.5,116,287,3.8,Bed Boundary
1562.771,50.59949,302.9961,0.948,47.1,303,302,3.5,Bed Boundary
1563.271,48.08744,302.3344,355.2829,44.6,302,307,3.5,Bed Boundary
1565.3,63.48248,292.2213,354.1819,60.2,292,298,3.3,Bed Boundary
1572.4,43.81564,288.7429,345.7159,41.3,288,303,2.6,Bed Boundary
1572.91,44.15597,283.9229,340.898,41.8,283,303,2.5,Bed Boundary
1578.981,62.91,293.3437,343.3248,60.9,293,310,2.1,Bed Boundary
1579.481,60.74731,296.2918,347.273,58.7,296,309,2.1,Bed Boundary
1582.529,59.88902,282.3732,339.3617,58.3,282,303,1.7,Bed Boundary
1583.03,49.45357,280.5975,335.587,48,280,305,1.6,Bed Boundary
1589.12,61.57637,290.5029,320.4955,60.5,290,330,1.4,Bed Boundary
1589.621,58.93951,282.5581,316.5513,58,282,326,1.3,Bed Boundary
1593.179,60.81866,286.4848,301.4826,60.3,286,345,1,Bed Boundary
1597.731,55.23626,281.6897,266.6919,55.3,281,15,1,Bed Boundary
1598.249,55.86876,277.7433,268.7449,55.9,277,9,1.1,Bed Boundary
1604.32,71.78662,292.2935,269.296,71.8,292,23,0.9,Bed Boundary
1613.459,67.05037,298.3145,216.3165,68.1,298,82,1.3,Bed Boundary
1620.551,27.164,110.9665,47.96826,26.7,112,63,0.7,Bed Boundary
1621.061,28.43171,103.1479,40.14963,27.9,104,63,0.7,Bed Boundary
1621.569,28.98154,103.0716,46.07355,28.5,104,57,0.7,Bed Boundary
1622.069,25.31616,105.9869,41.98859,24.8,107,64,0.7,Bed Boundary
1623.581,33.70409,106.3286,47.32993,33.3,107,59,0.6,Bed Boundary
1624.089,35.36116,103.5085,43.50946,35,104,60,0.5,Bed Boundary
1628.661,33.57175,89.23051,230.2307,33.7,89,219,0.2,Bed Boundary
1629.171,34.99142,88.23931,237.2395,35.1,88,211,0.2,Bed Boundary
1630.18,40.32678,94.16801,201.1684,40.7,94,253,0.4,Bed Boundary
1630.68,31.54748,103.3429,205.3434,32,103,258,0.5,Bed Boundary
1631.691,30.90084,90.05214,183.0523,31.5,90,267,0.6,Bed Boundary
1632.209,31.70272,91.90212,174.9016,32.4,92,277,0.7,Bed Boundary
1632.72,25.66536,86.35329,156.3515,26.4,87,290,0.8,Bed Boundary
1633.22,29.40449,105.8541,173.8522,30.2,106,292,0.8,Bed Boundary
1633.72,29.82791,97.64228,164.6403,30.6,98,293,0.8,Bed Boundary
1634.231,28.78291,88.36597,153.3638,29.5,89,295,0.8,Bed Boundary
1635.25,33.60014,107.0254,181.0235,34.5,107,286,0.9,Bed Boundary
1635.76,26.50226,103.1265,184.1254,27.4,103,279,0.9,Bed Boundary
1636.271,25.90226,96.12903,184.1288,26.8,96,272,0.9,Bed Boundary
1636.771,28.33996,105.5086,196.5087,29.3,105,269,1,Bed Boundary
1637.279,28.21402,97.31872,189.3191,29.3,97,268,1.1,Bed Boundary
1638.28,23.31684,95.46849,189.4695,24.6,95,266,1.3,Bed Boundary
1638.8,34.01081,94.24986,187.2508,35.4,94,267,1.4,Bed Boundary
1639.311,23.81545,96.46954,188.4702,25.3,96,268,1.5,Bed Boundary
1640.82,24.1371,104.7385,192.7378,25.7,104,272,1.6,Bed Boundary
1641.33,23.70249,98.2035,183.2013,25.4,98,275,1.7,Bed Boundary
1642.341,23.9069,104.3359,185.332,25.6,104,279,1.7,Bed Boundary
1642.839,23.30233,100.1959,183.1932,24.9,100,277,1.6,Bed Boundary
1643.87,22.61771,105.5674,188.5643,24.3,105,277,1.7,Bed Boundary
1644.381,22.70692,100.354,185.3518,24.4,100,275,1.7,Bed Boundary
